id,title,overview,genres,cast,director,keywords,vote_average,vote_count,poster_path,release_date
62177,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",Animation Adventure Comedy Family Action Fantasy,KellyMacdonald JulieWalters BillyConnolly EmmaThompson KevinMcKidd,BrendaChapman,scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d,6.7,4641,,2012-06-21
188927,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",Action Adventure ScienceFiction,ChrisPine ZacharyQuinto KarlUrban SimonPegg ZoeSaldana,JustinLin,sequel stranded hatred spaceopera,6.6,2568,,2016-07-07
10681,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",Animation Family,BenBurtt ElissaKnight JeffGarlin FredWillard JohnRatzenberger,AndrewStanton,romanticcomedy,7.8,6296,,2008-06-22
5174,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",Action Comedy Crime Thriller,ChrisTucker JackieChan HiroyukiSanada MaxvonSydow YvanAttal,BrettRatner,ambassador,6.1,783,,2007-08-08
14161,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",Action Adventure ScienceFiction,JohnCusack AmandaPeet ChiwetelEjiofor ThandieNewton OliverPlatt,RolandEmmerich,civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind,5.6,4903,,2009-10-10
17979,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",Animation Drama,GaryOldman JimCarrey SteveValentine DarylSabara SageRyan,RobertZemeckis,holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas,6.6,1095,,2009-11-04
76757,Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",ScienceFiction Fantasy Action Adventure,MilaKunis ChanningTatum SeanBean EddieRedmayne DouglasBooth,LillyWachowski,jupiter space womandirector 3d interspeciesromance,5.2,2768,,2015-02-04
258489,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",Action Adventure,AlexanderSkarsgård MargotRobbie ChristophWaltz SamuelL.Jackson DjimonHounsou,DavidYates,africa feralchild tarzan jungle animalattack,5.5,2430,,2016-06-29
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",Adventure Family Fantasy,WilliamMoseley AnnaPopplewell SkandarKeynes GeorgieHenley LiamNeeson,AndrewAdamson,savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger,6.7,2629,,2005-12-07
246655,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",ScienceFiction,JamesMcAvoy MichaelFassbender JenniferLawrence NicholasHoult OscarIsaac,BryanSinger,mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s,6.4,4721,,2016-05-18
155,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Drama Action Crime Thriller,ChristianBale HeathLedger AaronEckhart MichaelCaine MaggieGyllenhaal,ChristopherNolan,dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman,8.2,12002,,2008-07-16
14160,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",Animation Comedy Family Adventure,EdAsner ChristopherPlummer JordanNagai BobPeterson DelroyLindo,PeteDocter,agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring,7.7,6870,,2009-05-13
15512,Monsters vs Aliens,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",Animation Family Adventure ScienceFiction,SethRogen ReeseWitherspoon HughLaurie PaulRudd KieferSutherland,ConradVernon,alien giantrobot duringcreditsstinger,6.0,1423,,2009-03-19
1726,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Action ScienceFiction Adventure,RobertDowneyJr. TerrenceHoward JeffBridges ShaunToub GwynethPaltrow,JonFavreau,middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson,7.4,8776,,2008-04-30
44826,Hugo,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",Adventure Drama Family,BenKingsley SachaBaronCohen AsaButterfield ChloëGraceMoretz RayWinstone,MartinScorsese,library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d,7.0,2141,,2011-11-22
8487,Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,Action Adventure Comedy ScienceFiction Western,WillSmith KevinKline KennethBranagh SalmaHayek M.EmmetWalsh,BarrySonnenfeld,steampunk basedontvseries steamlocomotive drag,5.1,1020,,1999-06-29
1735,The Mummy: Tomb of the Dragon Emperor,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",Adventure Action Fantasy,BrendanFraser JetLi JohnHannah MariaBello LukeFord,RobCohen,,5.2,1387,,2008-07-01
297761,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",Action Adventure Crime Fantasy ScienceFiction,WillSmith MargotRobbie JoelKinnaman ViolaDavis JaredLeto,DavidAyer,dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse,5.9,7458,,2016-08-02
2698,Evan Almighty,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,Fantasy Comedy Family,SteveCarell LaurenGraham JohnGoodman JimmyBennett JohnMichaelHiggins,TomShadyac,fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sark,5.3,1151,,2007-06-09
137113,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",Action ScienceFiction,TomCruise EmilyBlunt BrendanGleeson BillPaxton JonasArmstrong,DougLiman,dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton,7.6,4858,,2014-05-27
